customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
0656-SDWRT,2024-04-14,Organic,2025-04-14,Standard,Monthly,,,13.99,737,33,0,Zaitra,India,Delhi,Female,1978-03-13,2024-06-04,N,12.0,1
0657-FQETE,2025-01-29,Referral,2026-01-29,Standard,Monthly,2025-05-07,Too expensive,8.99,355,95,1,Faraj,India,Jharkhand,Male,1967-05-16,2024-03-15,Y,16.0,1
0658-DMKHC,2025-06-04,Paid,2026-06-04,Standard,Annual,,,14.99,1437,50,0,Pushti,India,Madhya Pradesh,Female,1977-04-20,2025-07-07,N,74.0,1
0659-CYYSC,2022-01-28,Paid,2023-01-28,Standard,Annual,2023-10-24,Too expensive,9.99,670,94,1,Anirudh,India,Maharashtra,Male,1990-05-08,,,,0
0660-DEPDF,2024-11-14,Organic,2025-11-14,Standard,Monthly,2026-03-21,Switched to competitor,9.99,172,90,1,Leela,India,Telangana,Female,1988-03-03,,,,0
0661-DDLBB,2024-06-18,Paid,2025-06-18,Basic,Monthly,,,8.99,513,65,0,Chatresh,India,Assam,Male,1984-03-26,2026-06-18,N,48.0,1
0662-ISHSE,2023-05-02,Organic,2024-05-01,Basic,Annual,,,6.99,413,4,0,Hamsini,India,Kerala,Female,1977-01-15,,,,0
0663-HWCBW,2022-06-29,Organic,2023-06-29,Premium,Monthly,,,24.99,2723,12,0,Ishanvi,India,Karnataka,Female,1988-10-01,,,,0
0664-NXKNE,2023-05-25,Paid,2024-05-24,Premium,Annual,,,22.99,3509,43,0,Nilima,India,Bihar,Female,1993-02-21,2025-04-30,N,77.0,1
0665-KSHQZ,2024-03-05,Referral,2025-03-05,Standard,Annual,,,13.99,1123,26,0,Daniel,India,Assam,Male,1989-03-31,,,,0
0666-SONMN,2025-06-16,Paid,2026-06-16,Premium,Annual,,,24.99,3945,19,0,Isaac,India,Madhya Pradesh,Male,1975-07-27,2026-04-21,N,62.0,1
0667-KNMAF,2021-05-29,Referral,2022-05-29,Standard,Monthly,,,13.99,1350,24,0,Warhi,India,Delhi,Female,1988-09-05,,,,0
0668-ROYPT,2023-10-31,Organic,2024-10-30,Basic,Monthly,2024-12-04,Lack of features,7.99,180,88,1,Shivansh,India,Assam,Male,1994-05-10,,,,0
0669-OWGCC,2022-10-08,Paid,2023-10-08,Premium,Annual,,,24.99,2422,35,0,Eta,India,Karnataka,Female,2001-02-04,,,,0
0670-APSVB,2021-01-10,Paid,2022-01-10,Basic,Monthly,2022-08-11,Switched to competitor,13.99,1175,99,1,Shivansh,India,Haryana,Male,1986-04-22,,,,0
0671-YCYWK,2021-04-23,Paid,2022-04-23,Standard,Monthly,,,15.99,1465,21,0,Samar,India,Maharashtra,Male,2001-05-23,2024-08-30,N,79.0,1
0672-UNEZX,2021-11-17,Paid,2022-11-17,Basic,Monthly,2022-09-30,Switched to competitor,6.99,568,88,1,Bachittar,India,Odisha,Male,2006-12-10,,,,0
0673-ZWLWG,2020-09-18,Organic,2021-09-18,Premium,Annual,,,19.99,2525,63,0,Hardik,India,Telangana,Male,1967-04-14,,,,0
0674-ESKJH,2021-12-29,Organic,2022-12-29,Standard,Monthly,,,15.99,1205,49,0,Pavani,India,Nagaland,Female,1995-08-03,2024-03-01,N,75.0,1
0675-LXFBP,2020-10-05,Organic,2021-10-05,Premium,Annual,,,29.99,3996,67,0,Ansh,India,Delhi,Male,2004-09-10,,,,0
0676-DVJOG,2022-01-15,Paid,2023-01-15,Basic,Annual,2022-05-25,No longer required,9.99,193,98,1,Parth,India,Madhya Pradesh,Male,1998-02-19,,,,0
0677-QDULB,2020-08-17,Paid,2021-08-17,Standard,Monthly,,,12.99,1088,37,0,Geetika,India,West Bengal,Female,1978-03-08,2023-10-05,N,94.0,1
0678-GWCPT,2023-02-15,Paid,2024-02-15,Standard,Annual,,,15.99,1302,19,0,Nisha,India,Kerala,Female,1976-12-03,,,,0
0679-NUOMH,2020-09-14,Paid,2021-09-14,Standard,Annual,,,15.99,885,18,0,Kamya,India,Maharashtra,Female,1982-10-16,,,,0
0680-ZUVIL,2024-03-19,Referral,2025-03-19,Standard,Monthly,,,14.99,1623,26,0,Janani,India,West Bengal,Female,1986-01-31,2024-05-01,N,96.0,1
0681-QBBSQ,2025-06-15,Referral,2026-06-15,Premium,Annual,,,19.99,2824,21,0,Wriddhish,India,Punjab,Male,2000-02-28,,,,0
0682-FWOJY,2022-03-28,Paid,2023-03-28,Premium,Monthly,,,19.99,2173,68,0,Mahika,India,Delhi,Female,1971-08-17,2026-05-24,N,40.0,1
0683-ZERMH,2020-10-27,Paid,2021-10-27,Premium,Annual,,,22.99,3351,43,0,Gaurika,India,Odisha,Female,1990-06-17,2024-01-09,N,41.0,1
0684-MNGOJ,2024-12-17,Paid,2025-12-17,Standard,Annual,,,13.99,1032,54,0,Ayush,India,Haryana,Male,1988-02-21,2023-11-29,N,71.0,1
0685-SIQZC,2024-08-01,Paid,2025-08-01,Basic,Monthly,2024-11-02,No longer required,9.99,445,81,1,Samuel,India,Odisha,Male,1980-09-27,2025-01-01,Y,86.0,1
0686-VDWSJ,2024-02-09,Referral,2025-02-08,Premium,Annual,,,19.99,3678,64,0,Faris,India,Nagaland,Male,1980-05-05,,,,0
0687-VFOAB,2021-10-02,Paid,2022-10-02,Basic,Monthly,,,9.99,614,32,0,Advay,India,Uttar Pradesh,Male,1983-11-06,,,,0
0688-FEJTF,2025-06-11,Paid,2026-06-11,Premium,Monthly,,,24.99,2650,5,0,Jatin,India,Maharashtra,Male,2003-11-30,2025-07-13,N,16.0,1
0689-IMKNG,2024-04-13,Paid,2025-04-13,Basic,Monthly,2024-12-24,Poor customer support,6.99,455,80,1,Mason,India,Uttar Pradesh,Male,1971-09-13,,,,0
0690-NZKVW,2022-03-09,Paid,2023-03-09,Basic,Annual,2023-04-09,Poor customer support,13.99,1632,99,1,Maanas,India,Uttar Pradesh,Male,1976-07-25,,,,0
0691-MTLFH,2022-08-05,Organic,2023-08-05,Basic,Annual,2023-03-20,Too expensive,15.99,838,90,1,Wakeeta,India,Rajasthan,Female,1997-07-13,,,,0
0692-NWAKA,2020-08-24,Referral,2021-08-24,Standard,Annual,,,14.99,1374,8,0,Tara,India,Telangana,Female,2002-05-22,2023-12-21,N,40.0,1
0693-WFQMY,2024-09-24,Referral,2025-09-24,Basic,Monthly,,,6.99,645,37,0,Frado,India,Jharkhand,Male,1996-05-31,,,,0
0694-QAVZN,2024-09-16,Organic,2025-09-16,Standard,Annual,,,14.99,1231,17,0,Zashil,India,Nagaland,Male,1975-06-09,,,,0
0695-BASFR,2021-07-09,Referral,2022-07-09,Standard,Annual,,,15.99,1764,30,0,Anirudh,India,Punjab,Male,1975-09-03,,,,0
0696-KTWRK,2023-09-03,Referral,2024-09-02,Premium,Monthly,,,22.99,1806,27,0,Yashoda,India,Uttar Pradesh,Female,1979-11-17,,,,0
0697-BJUUJ,2024-07-22,Paid,2025-07-22,Premium,Monthly,,,29.99,3495,28,0,Bhavani,India,Assam,Female,1994-09-22,,,,0
0698-JBVVO,2024-12-23,Paid,2025-12-23,Basic,Monthly,2026-02-17,Too expensive,7.99,438,92,1,Bahadurjit,India,Delhi,Male,1991-05-04,,,,0
0699-CUDHZ,2021-04-17,Referral,2022-04-17,Basic,Monthly,,,8.99,499,23,0,Thomas,India,Assam,Male,1987-11-10,2025-07-03,N,75.0,1
0700-MXUQZ,2023-08-02,Organic,2024-08-01,Basic,Annual,,,8.99,640,62,0,Ayaan,India,Rajasthan,Male,1978-03-06,,,,0
0701-EMMQR,2021-11-25,Referral,2022-11-25,Basic,Annual,,,9.99,699,8,0,Ekaja,India,West Bengal,Female,1991-12-18,2024-11-29,N,85.0,1
0702-UKWIF,2022-07-03,Paid,2023-07-03,Premium,Annual,,,24.99,3092,43,0,Triveni,India,Assam,Female,1990-12-22,,,,0
0703-VQOHF,2020-10-22,Paid,2021-10-22,Basic,Annual,2022-07-21,Switched to competitor,24.99,2071,87,1,Rajeshri,India,Delhi,Female,1972-05-31,2025-08-25,Y,84.0,1
0704-ZLSUX,2023-04-22,Organic,2024-04-21,Standard,Annual,,,15.99,1083,41,0,Indali,India,Nagaland,Female,1995-05-21,,,,0
0705-JBRTY,2024-04-07,Organic,2025-04-07,Premium,Monthly,,,24.99,3495,39,0,Anay,India,Jharkhand,Male,1998-10-24,2026-07-05,N,84.0,1
0706-PGJMR,2021-05-01,Organic,2022-05-01,Basic,Monthly,,,8.99,329,12,0,Gayathri,India,Assam,Female,2004-02-19,2024-06-04,N,61.0,1
0707-NEFWV,2021-09-15,Paid,2022-09-15,Standard,Annual,,,12.99,1688,62,0,Falak,India,Kerala,Female,1979-11-08,,,,0
0708-JRQJR,2024-02-12,Organic,2025-02-11,Premium,Monthly,,,24.99,3140,67,0,Nidhi,India,Delhi,Female,1995-11-20,2025-09-26,N,56.0,1
0709-OPYBW,2023-04-13,Referral,2024-04-12,Standard,Annual,,,13.99,1120,67,0,Warhi,India,Rajasthan,Female,1991-02-14,,,,0
0710-OOXCO,2023-12-25,Referral,2024-12-24,Basic,Monthly,2024-05-10,Too expensive,8.99,195,89,1,Krisha,India,Madhya Pradesh,Female,1987-09-13,,,,0
0711-BDRBK,2020-08-07,Paid,2021-08-07,Standard,Annual,,,14.99,746,42,0,Yatin,India,Tamil Nadu,Male,1977-07-14,2025-01-11,N,36.0,1
0712-OERCJ,2021-11-21,Organic,2022-11-21,Basic,Monthly,,,8.99,433,35,0,Amol,India,Delhi,Male,1990-05-06,,,,0
0713-ODDNO,2024-09-20,Referral,2025-09-20,Basic,Monthly,2026-06-27,Poor customer support,8.99,267,81,1,Faris,India,Maharashtra,Male,2004-11-20,,,,0
0714-BZYYD,2021-05-07,Organic,2022-05-07,Standard,Annual,,,14.99,989,22,0,Manbir,India,Delhi,Male,2003-08-07,,,,0
0715-QDEGM,2023-04-27,Paid,2024-04-26,Basic,Monthly,,,8.99,604,7,0,Chakradhar,India,Nagaland,Male,1997-02-14,,,,0
0716-LZZMH,2024-06-08,Paid,2025-06-08,Basic,Monthly,2025-12-06,No longer required,6.99,238,93,1,Yauvani,India,Jharkhand,Female,1979-05-27,2025-10-25,Y,94.0,1
0717-NAPQC,2024-01-11,Referral,2025-01-10,Standard,Annual,,,14.99,1105,60,0,Elijah,India,West Bengal,Male,1998-05-03,2026-02-11,N,98.0,1
0718-UMVUG,2025-03-08,Paid,2026-03-08,Standard,Monthly,,,12.99,1659,60,0,Manbir,India,Jharkhand,Male,1971-07-09,2024-12-28,Y,70.0,1
0719-CDFOC,2021-07-08,Referral,2022-07-08,Standard,Annual,,,13.99,994,51,0,Caleb,India,Madhya Pradesh,Male,1971-11-07,,,,0
0720-EAHRN,2024-11-12,Paid,2025-11-12,Premium,Monthly,2026-06-15,Lack of features,8.99,482,86,1,Harinakshi,India,Odisha,Female,2003-12-30,2026-02-08,Y,37.0,1
0721-NTFML,2024-02-08,Paid,2025-02-07,Standard,Annual,2024-08-25,Poor customer support,24.99,3227,97,1,Pratyush,India,Assam,Male,1968-09-10,,,,0
0722-OMOQO,2024-09-27,Paid,2025-09-27,Standard,Annual,,,12.99,1318,32,0,Frado,India,Gujarat,Male,1973-12-21,,,,0
0723-MIWCH,2024-07-22,Paid,2025-07-22,Standard,Monthly,,,15.99,1486,56,0,Tamanna,India,Kerala,Female,1998-08-16,2026-05-18,N,82.0,1
0724-IOVIJ,2022-05-30,Paid,2023-05-30,Premium,Annual,,,29.99,3201,10,0,Yutika,India,Karnataka,Female,1984-11-02,2025-01-04,N,29.0,1
0725-LBXFB,2023-07-17,Referral,2024-07-16,Premium,Annual,,,29.99,2268,57,0,Qabil,India,Nagaland,Male,1991-03-23,,,,0
0726-XMKLX,2025-04-15,Referral,2026-04-15,Premium,Monthly,2026-06-14,Lack of features,9.99,221,87,1,Yug,India,Gujarat,Male,1981-10-16,2024-08-31,Y,57.0,1
0727-YXKVZ,2021-03-08,Paid,2022-03-08,Standard,Monthly,,,12.99,885,1,0,Brijesh,India,Delhi,Male,1990-11-05,,,,0
0728-RZUMZ,2023-11-10,Paid,2024-11-09,Premium,Annual,,,22.99,3655,26,0,Ranbir,India,Madhya Pradesh,Male,1975-03-29,,,,0
0729-ZVUJS,2022-12-02,Organic,2023-12-02,Basic,Monthly,2024-02-17,Too expensive,8.99,456,88,1,Ekavir,India,Kerala,Male,1981-06-10,,,,0
0730-SWSEM,2021-07-30,Paid,2022-07-30,Standard,Annual,,,15.99,961,7,0,Rachana,India,Tamil Nadu,Female,1977-05-30,,,,0
0731-FTZOX,2024-05-08,Organic,2025-05-08,Premium,Annual,2026-04-02,Lack of features,8.99,262,97,1,Upkaar,India,Madhya Pradesh,Male,1974-04-26,,,,0
0732-CVSXX,2023-02-28,Referral,2024-02-28,Standard,Monthly,,,15.99,1531,61,0,Nandini,India,Odisha,Female,1981-04-27,2025-11-02,N,15.0,1
0733-SVHGZ,2024-11-16,Paid,2025-11-16,Basic,Annual,,,9.99,518,17,0,Megha,India,Odisha,Female,1969-12-05,2025-02-15,N,77.0,1
0734-VKHVI,2021-02-17,Organic,2022-02-17,Basic,Monthly,,,6.99,166,18,0,Pallavi,India,Tamil Nadu,Female,2002-09-21,,,,0
0735-SVNGE,2022-12-22,Referral,2023-12-22,Basic,Annual,,,9.99,616,24,0,Arya,India,Bihar,Female,1995-02-01,,,,0
0736-OKMFL,2021-07-01,Paid,2022-07-01,Standard,Monthly,,,15.99,1621,1,0,Jagrati,India,Telangana,Female,1990-08-29,,,,0
0737-NHOOH,2021-11-27,Organic,2022-11-27,Standard,Monthly,,,13.99,1727,5,0,Hiral,India,Kerala,Female,1974-01-08,2025-08-25,N,43.0,1
0738-AJBJR,2022-11-20,Referral,2023-11-20,Premium,Monthly,,,29.99,3309,19,0,Jairaj,India,Punjab,Male,1969-10-31,,,,0
0739-RZPSK,2022-07-11,Referral,2023-07-11,Premium,Annual,,,24.99,3704,32,0,Faraj,India,Bihar,Male,1973-07-06,2025-05-03,N,100.0,1
0740-VHNFL,2021-10-30,Organic,2022-10-30,Standard,Annual,,,12.99,1339,2,0,Harsh,India,Assam,Male,1974-06-01,,,,0
0741-FODOZ,2023-12-24,Organic,2024-12-23,Standard,Monthly,,,15.99,1378,38,0,Tripti,India,West Bengal,Female,1980-08-04,,,,0
0742-BFHMH,2025-04-13,Referral,2026-04-13,Basic,Monthly,2026-05-06,No longer required,8.99,416,76,1,Jacob,India,West Bengal,Male,1992-11-27,,,,0
0743-FVJEX,2022-02-07,Paid,2023-02-07,Basic,Monthly,,,9.99,234,33,0,Pushti,India,Gujarat,Female,1982-08-02,,,,0
0744-MPDBL,2020-10-27,Paid,2021-10-27,Standard,Annual,2022-09-22,Switched to competitor,8.99,431,80,1,Aayush,India,Madhya Pradesh,Male,1980-04-12,,,,0
0745-IGJBI,2025-06-14,Referral,2026-06-14,Standard,Monthly,,,14.99,1059,68,0,Balveer,India,Delhi,Male,1990-05-11,,,,0
0746-XSXSK,2023-09-13,Referral,2024-09-12,Premium,Annual,,,24.99,2145,64,0,Nathaniel,India,Assam,Male,1993-12-26,2026-01-05,N,92.0,1
0747-TGKUT,2022-11-14,Paid,2023-11-14,Premium,Annual,,,29.99,3369,27,0,Max,India,Telangana,Male,1993-02-07,2025-09-19,N,66.0,1
0748-FYEBD,2022-01-23,Organic,2023-01-23,Basic,Annual,2023-08-11,Lack of features,14.99,811,80,1,Simon,India,Punjab,Male,1991-07-29,,,,0
0749-IPQQR,2025-04-22,Referral,2026-04-22,Standard,Monthly,,,15.99,1790,34,0,Hemani,India,Kerala,Female,1999-10-11,2023-11-23,N,19.0,1
0750-VUBLL,2022-06-21,Organic,2023-06-21,Premium,Monthly,2024-03-14,Too expensive,9.99,162,85,1,Nirja,India,Odisha,Female,1978-07-04,2024-05-12,Y,55.0,1
0751-LWKMC,2022-01-15,Referral,2023-01-15,Standard,Monthly,2023-01-13,Too expensive,8.99,592,83,1,Ryan,India,Bihar,Male,2002-09-17,2025-08-15,Y,92.0,1
0752-QFQCV,2024-02-13,Referral,2025-02-12,Basic,Monthly,,,9.99,622,25,0,Aarini,India,Uttar Pradesh,Female,2003-05-23,2026-01-15,N,65.0,1
0753-CVYTC,2023-12-02,Referral,2024-12-01,Standard,Annual,,,13.99,1341,2,0,Balvan,India,Assam,Male,1993-12-25,,,,0
0754-JXJER,2023-07-05,Referral,2024-07-04,Standard,Monthly,,,12.99,1613,5,0,Darpan,India,Assam,Male,1993-01-07,2026-01-06,N,29.0,1
0755-WVWHG,2022-10-06,Referral,2023-10-06,Basic,Annual,,,6.99,208,16,0,Balhaar,India,Delhi,Male,1977-01-30,,,,0
0756-DJUKV,2022-04-04,Paid,2023-04-04,Premium,Annual,,,19.99,2153,24,0,Rachit,India,Telangana,Male,1979-03-19,,,,0
0757-EQFFL,2021-04-07,Referral,2022-04-07,Basic,Annual,2022-04-15,Lack of features,22.99,2837,89,1,Azaan,India,Assam,Male,1991-06-20,,,,0
0758-ZVMBX,2021-06-06,Paid,2022-06-06,Standard,Monthly,,,14.99,1227,49,0,Gavin,India,Karnataka,Male,1982-12-20,,,,0
0759-EPXEG,2021-08-06,Paid,2022-08-06,Standard,Annual,,,12.99,1228,63,0,Akshay,India,Gujarat,Male,1970-05-05,2025-12-04,N,86.0,1
0760-FRBXN,2024-04-15,Referral,2025-04-15,Premium,Monthly,,,22.99,3408,56,0,Janaki,India,Rajasthan,Female,1983-10-22,,,,0
0761-EYBAS,2022-08-27,Paid,2023-08-27,Basic,Monthly,2023-08-08,Lack of features,6.99,602,93,1,Zaid,India,Assam,Male,1984-10-31,,,,0
0762-WCSMG,2022-03-04,Paid,2023-03-04,Basic,Monthly,2023-03-01,Switched to competitor,9.99,302,87,1,Gautam,India,Nagaland,Male,1998-06-28,2023-08-30,Y,52.0,1
0763-TAAZX,2021-07-10,Organic,2022-07-10,Premium,Annual,,,29.99,1815,56,0,Nathan,India,Bihar,Male,1973-12-11,2026-03-20,N,65.0,1
0764-GZLTE,2025-05-14,Organic,2026-05-14,Standard,Monthly,,,12.99,1162,62,0,Rishi,India,Karnataka,Male,2007-03-06,,,,0
0765-JOBDX,2024-05-05,Paid,2025-05-05,Basic,Monthly,,,8.99,491,12,0,Aditya,India,Punjab,Male,2005-09-27,,,,0
0766-LTOYU,2020-08-02,Organic,2021-08-02,Standard,Annual,,,14.99,864,26,0,Advaith,India,Haryana,Male,2006-07-23,,,,0
0767-LFXHZ,2023-07-26,Paid,2024-07-25,Basic,Monthly,2024-10-25,Lack of features,6.99,543,78,1,Reva,India,Uttar Pradesh,Female,1999-03-14,,,,0
0768-KEWOL,2021-09-10,Paid,2022-09-10,Basic,Monthly,,,9.99,344,31,0,Xalak,India,Uttar Pradesh,Female,1984-04-05,2025-12-30,N,37.0,1
0769-WUHIX,2022-12-17,Organic,2023-12-17,Standard,Monthly,,,12.99,1330,3,0,Mohini,India,West Bengal,Female,2001-04-13,,,,0
0770-OLVFF,2025-06-06,Paid,2026-06-06,Premium,Monthly,2027-02-21,Lack of features,6.99,495,100,1,Rayaan,India,Rajasthan,Male,1997-06-15,2026-01-18,Y,22.0,1
0771-CSUAH,2025-03-24,Paid,2026-03-24,Premium,Annual,,,22.99,2754,3,0,Qabil,India,Maharashtra,Male,1994-03-03,2025-11-27,N,20.0,1
0772-AZMOK,2023-02-06,Paid,2024-02-06,Basic,Annual,2024-03-16,Too expensive,12.99,1197,76,1,Yashoda,India,Telangana,Female,2000-01-14,,,,0
0773-BKKBT,2023-03-06,Paid,2024-03-05,Standard,Annual,,,13.99,830,29,0,Tanish,India,Telangana,Male,1975-06-18,2026-02-10,N,87.0,1
0774-SLQKM,2021-05-26,Organic,2022-05-26,Basic,Monthly,,,7.99,586,52,0,Banjeet,India,Kerala,Male,1989-11-13,2024-12-21,N,37.0,1
0775-WAVMK,2024-03-03,Organic,2025-03-03,Basic,Annual,,,7.99,479,23,0,Kavya,India,Haryana,Female,1993-01-19,,,,0
0776-AERBO,2021-10-12,Paid,2022-10-12,Basic,Monthly,,,6.99,430,22,0,Ayush,India,Maharashtra,Male,1978-06-21,2025-05-09,N,32.0,1
0777-JNCPC,2024-02-19,Organic,2025-02-18,Standard,Monthly,,,12.99,973,21,0,Timothy,India,Odisha,Male,1981-09-29,,,,0
0778-IGKTB,2020-07-21,Paid,2021-07-21,Basic,Monthly,2022-06-18,Poor customer support,9.99,232,95,1,Wyatt,India,Haryana,Male,2001-02-20,,,,0
0779-TZPWI,2022-08-27,Referral,2023-08-27,Standard,Monthly,,,15.99,959,53,0,Jeremiah,India,Madhya Pradesh,Male,1971-10-22,,,,0
0780-SIXJP,2020-12-06,Referral,2021-12-06,Basic,Monthly,,,7.99,188,12,0,Agastya,India,Kerala,Male,1980-07-17,,,,0
0781-PJDZE,2025-05-20,Referral,2026-05-20,Premium,Monthly,2025-11-23,No longer required,14.99,1412,91,1,Charvi,India,Bihar,Female,1968-01-29,,,,0
0782-SXUGF,2021-12-18,Referral,2022-12-18,Standard,Annual,,,13.99,1650,25,0,Girik,India,Haryana,Male,1976-12-12,2024-02-02,N,31.0,1
0783-MCIBK,2021-10-18,Paid,2022-10-18,Basic,Monthly,,,7.99,635,7,0,Ikbal,India,Gujarat,Male,1988-01-21,2024-06-23,N,46.0,1
0784-TDSBA,2022-01-16,Paid,2023-01-16,Standard,Monthly,,,14.99,1129,59,0,Adweta,India,West Bengal,Female,1979-03-18,2024-03-19,N,77.0,1
0785-AKHLR,2025-03-26,Organic,2026-03-26,Basic,Monthly,2025-09-04,Switched to competitor,6.99,700,78,1,Brinda,India,Bihar,Female,1967-04-15,2025-11-27,Y,24.0,1
0786-BPILT,2021-01-12,Referral,2022-01-12,Premium,Monthly,,,24.99,3516,15,0,Charvi,India,Odisha,Female,2001-05-01,,,,0
0787-CHVSH,2022-06-14,Organic,2023-06-14,Basic,Monthly,2022-11-26,Lack of features,6.99,392,82,1,Isaac,India,Odisha,Male,1989-05-01,2025-06-17,Y,73.0,1
0788-ANZIH,2021-02-15,Organic,2022-02-15,Standard,Monthly,,,12.99,1592,50,0,Jai,India,Telangana,Male,1971-12-03,2025-09-16,N,50.0,1
0789-ENXMJ,2025-02-20,Organic,2026-02-20,Standard,Annual,2025-06-22,No longer required,15.99,1097,79,1,Oeshi,India,Odisha,Female,1989-08-16,2023-11-14,Y,53.0,1
0790-OGQVI,2023-11-27,Referral,2024-11-26,Basic,Annual,2024-10-07,Poor customer support,7.99,263,85,1,Radhika,India,Delhi,Female,1983-04-10,,,,0
0791-EDHAH,2021-11-10,Organic,2022-11-10,Standard,Monthly,,,13.99,1170,28,0,Sara,India,Rajasthan,Female,1970-09-07,2026-06-23,N,31.0,1
0792-SQYRV,2023-06-14,Paid,2024-06-13,Standard,Monthly,,,15.99,1271,32,0,Jeet,India,Madhya Pradesh,Male,1971-09-07,,,,0
0793-DVFIX,2021-03-12,Organic,2022-03-12,Standard,Annual,2021-07-21,Lack of features,7.99,302,76,1,Jackson,India,Uttar Pradesh,Male,2004-09-29,,,,0
0794-STWHY,2022-12-01,Referral,2023-12-01,Premium,Annual,,,19.99,3543,13,0,Zarna,India,Tamil Nadu,Female,1970-12-20,2026-02-25,N,28.0,1
0795-EACHZ,2024-05-21,Paid,2025-05-21,Standard,Annual,,,13.99,870,28,0,Vamakshi,India,Nagaland,Female,1979-10-12,,,,0
0796-DUJSV,2023-03-24,Paid,2024-03-23,Premium,Monthly,2023-12-04,Lack of features,8.99,394,84,1,Urvi,India,Karnataka,Female,1991-11-01,,,,0
0797-IOQKO,2022-12-21,Paid,2023-12-21,Premium,Annual,,,19.99,3663,24,0,Ikshita,India,Haryana,Female,1985-02-09,,,,0
0798-TQGXR,2025-05-12,Paid,2026-05-12,Premium,Annual,,,24.99,3701,50,0,Yashodhara,India,Gujarat,Female,1979-07-10,2025-03-07,N,67.0,1
0799-SFFIH,2021-10-27,Paid,2022-10-27,Premium,Monthly,,,24.99,3974,27,0,Finn,India,Kerala,Male,1969-04-12,2024-09-07,N,73.0,1
0800-NIZXW,2021-10-17,Paid,2022-10-17,Premium,Annual,,,19.99,3175,47,0,Unnati,India,Tamil Nadu,Female,2005-03-24,,,,0
0801-BZIMQ,2022-01-31,Referral,2023-01-31,Premium,Annual,,,19.99,3368,23,0,Chaitanya,India,Delhi,Male,1981-10-03,,,,0
0802-YQRSR,2023-09-13,Paid,2024-09-12,Standard,Monthly,,,12.99,1119,62,0,Sara,India,Maharashtra,Female,1991-12-12,,,,0
0803-VGSFP,2025-01-14,Organic,2026-01-14,Premium,Annual,,,22.99,2723,55,0,Caleb,India,Odisha,Male,1981-01-28,,,,0
0804-XWTOX,2021-09-10,Referral,2022-09-10,Basic,Monthly,2023-04-04,No longer required,6.99,531,78,1,Yochana,India,Delhi,Female,1990-01-19,,,,0
0805-NUZMS,2023-06-16,Organic,2024-06-15,Standard,Annual,,,14.99,1625,9,0,Balveer,India,Maharashtra,Male,1991-07-11,,,,0
0806-EBNMY,2020-11-15,Organic,2021-11-15,Basic,Monthly,2021-06-04,Switched to competitor,9.99,239,77,1,Pranav,India,Assam,Male,2001-03-14,2026-02-03,Y,19.0,1
0807-QHCHI,2022-05-16,Paid,2023-05-16,Basic,Monthly,,,7.99,658,3,0,Neelima,India,Madhya Pradesh,Female,1976-05-10,,,,0
0808-HQXHT,2021-06-18,Paid,2022-06-18,Basic,Monthly,,,7.99,635,38,0,Watika,India,Jharkhand,Female,1978-03-16,2025-12-06,N,55.0,1
0809-IGLGY,2021-12-08,Referral,2022-12-08,Basic,Annual,2023-02-22,Poor customer support,6.99,387,93,1,Maya,India,Telangana,Female,2002-02-06,,,,0
0810-GHKXV,2024-03-06,Paid,2025-03-06,Standard,Monthly,,,15.99,1637,22,0,Ekta,India,Bihar,Female,2003-11-28,2026-05-25,N,67.0,1
0811-IOZDB,2021-08-27,Paid,2022-08-27,Premium,Annual,,,22.99,3783,19,0,Ishaan,India,Karnataka,Male,2005-04-14,2026-07-04,N,61.0,1
0812-PIYKN,2022-05-12,Paid,2023-05-12,Standard,Annual,,,15.99,1040,24,0,Champak,India,Telangana,Male,1989-07-11,2025-06-27,N,83.0,1
0813-TVIJH,2024-06-28,Paid,2025-06-28,Premium,Annual,,,22.99,2460,17,0,Harita,India,Maharashtra,Female,1983-03-10,,,,0
0814-PCBOH,2025-02-15,Referral,2026-02-15,Standard,Monthly,,,14.99,1077,45,0,Yahvi,India,Haryana,Female,1966-07-26,,,,0
0815-DMJXZ,2022-05-15,Paid,2023-05-15,Basic,Monthly,2023-01-08,Lack of features,9.99,316,90,1,Warda,India,Tamil Nadu,Female,1971-12-08,,,,0
0816-DMFPE,2022-10-29,Referral,2023-10-29,Premium,Annual,,,22.99,1817,38,0,Manthan,India,Rajasthan,Male,1975-03-04,,,,0
0817-YZIWQ,2021-09-11,Referral,2022-09-11,Standard,Annual,,,14.99,1001,44,0,Deepa,India,Delhi,Female,1980-05-22,2024-10-20,N,15.0,1
0818-JPBGH,2022-12-23,Referral,2023-12-23,Standard,Monthly,,,15.99,782,52,0,Kevin,India,Jharkhand,Male,1983-09-17,2026-05-28,N,100.0,1
0819-LEBMW,2025-02-12,Paid,2026-02-12,Standard,Monthly,,,13.99,1613,25,0,Wishi,India,Haryana,Female,2006-08-14,,,,0
0820-XAVZJ,2024-05-18,Paid,2025-05-18,Standard,Monthly,,,13.99,1269,12,0,Warinder,India,Bihar,Male,1986-05-26,2024-04-24,N,21.0,1
